,ID,taxon,shortname,definition
4175,lcw,1597,,lacticaseibacillus paracasei w56 (lactobacillus casei w56)
4176,lcl,1597,,lactobacillus paracasei lock919 (lactobacillus casei lock919)
4177,lpq,1446494,,lactobacillus paracasei n1115
4178,lpi,537973,,lactobacillus paracasei subsp. paracasei 8700:2
4179,lpap,1226298,,lactobacillus paracasei subsp. paracasei jcm 8130
4180,lcb,543734,laccb,lactobacillus casei bl23
4181,lcx,1051650,,lactobacillus casei 12a
4182,lrh,568703,,lactobacillus rhamnosus gg
4183,lrg,568703,,lactobacillus rhamnosus gg
4184,lrl,568704,,lactobacillus rhamnosus lc 705
4185,lra,1088720,,lactobacillus rhamnosus atcc 8530
4186,lro,1316933,,lactobacillus rhamnosus lock900
4187,lrc,1318634,,lactobacillus rhamnosus lock908
4188,lpl,220668,lacpl,lactobacillus plantarum wcfs1
4189,lpj,644042,,lactobacillus plantarum jdm1
4190,lpt,1284663,,lactobacillus plantarum zj316
4191,lps,889932,,lactobacillus plantarum subsp. plantarum st-iii
4192,lpr,767468,,lactobacillus plantarum subsp. plantarum p-8
4193,lpz,1327988,,lactobacillus plantarum 16
4194,lpb,1590,,lactiplantibacillus plantarum b21 (lactobacillus plantarum b21)
4195,lpx,60520,,lactiplantibacillus paraplantarum l-zs9 (lactobacillus paraplantarum l-zs9)
4196,lpg,1589,,lactiplantibacillus pentosus bgm48
4197,lre,557436,lacrf,lactobacillus reuteri dsm 20016
4198,lrf,557433,lacrf,lactobacillus reuteri jcm 1112
4199,lru,491077,,lactobacillus reuteri sd2112
4200,lrt,1340495,,lactobacillus reuteri i5007
4201,lrr,1358027,,lactobacillus reuteri td1
4202,lfe,334390,lacf3,lactobacillus fermentum ifo 3956
4203,lfr,712938,,lactobacillus fermentum cect 5716
4204,lff,767453,,lactobacillus fermentum f-6
4205,lmu,1130798,,lactobacillus mucosae lm1
4206,lor,1632,,limosilactobacillus oris j-1 (lactobacillus oris j-1)
4207,lva,1633,,lactobacillus vaginalis lv515
4208,lfn,104955,,lactobacillus frumenti lf145
4209,lpon,35787,,lactobacillus pontis lp475
4210,lng,82688,,liquorilactobacillus nagelii tmw 1.1827 (lactobacillus nagelii tmw 1.1827)
4211,lhw,468911,,lactobacillus hordei tmw 1.1822
4212,lmal,1618,,lactobacillus mali lm596
4213,lsn,714313,,lactobacillus sanfranciscensis tmw 1.1304
4214,lle,53444,,fructilactobacillus lindneri tmw 1.481 (lactobacillus lindneri tmw 1.481)
4215,lfv,1614,,fructilactobacillus fructivorans lf543
4216,lbh,511437,,lactobacillus buchneri nrrl b-30929
4217,lbn,1071400,,lactobacillus buchneri subsp. silagei cd034
4218,lpar,152331,,lactobacillus parabuchneri fam21731
4219,lcu,1138822,,lactobacillus curieae cctcc m 2011381
4220,lkf,33962,,lentilactobacillus kefiri dh5
4221,lhil,1588,,lentilactobacillus hilgardii lmg 07934
4222,lbr,387344,lacba,lactobacillus brevis atcc 367
4223,lbk,1001583,,lactobacillus brevis kb290
4224,lko,637971,,levilactobacillus koreensis 26-25
4225,lzy,267363,,lactobacillus zymae aca-dc 3411
4226,lsua,2292255,,levilactobacillus suantsaii cba3634
4227,lji,1720083,,acetilactobacillus jinshanensis hslz-75 (lactobacillus jinshani hslz-75)
4228,lsl,362948,lacs1,lactobacillus salivarius ucc118
4229,lsi,712961,,lactobacillus salivarius cect 5713
4230,lsj,1624,,ligilactobacillus salivarius jcm1046 (lactobacillus salivarius jcm1046)
4231,lrm,1069534,,lactobacillus ruminis atcc 27782
4232,lagl,1601,,ligilactobacillus agilis la3
4233,laca,89059,,lactobacillus acidipiscis aca-dc 1533
4234,lani,1605,,ligilactobacillus animalis ll1
4235,lbt,375175,,lactobacillus backii tmw 1.1988
4236,lcy,1423822,,lactobacillus coryniformis subsp. torquens dsm 20004 = kctc 3535
4237,lho,1291742,,lactobacillus hokkaidonensis jcm 18461 (lactobacillus hokkaidonensis looc260)
4238,lol,1423778,,lactobacillus oligofermentans dsm 15707 = lmg 22743 lacol
4239,lnn,1296540,,lactobacillus nenjiangensis sh-y15
4240,lku,148814,,lactobacillus kunkeei mp2
4241,lpd,240427,,lactobacillus paracollinoides tmw 1.1994
4242,lmae,176292,,lactobacillus malefermentans cba3618
4243,ppe,278197,pedpa,pediococcus pentosaceus atcc 25745
4244,ppen,1408206,,pediococcus pentosaceus sl4
4245,pce,701521,,pediococcus claussenii atcc baa-344
4246,pdm,51663,,pediococcus damnosus tmw 2.1535
4247,paci,1254,,pediococcus acidilactici zpa017
4248,pio,114090,,pediococcus inopinatus dsm 20285
4249,lros,231049,,furfurilactobacillus rossiae l1
4250,lgn,1007676,,companilactobacillus ginsenosidimutans emml 3041 (lactobacillus ginsenosidimutans emml 3041)
4251,lhi,1074467,,companilactobacillus heilongjiangensis dsm 28069 (lactobacillus heilongjiangensis dsm 28069)
4252,lct,392416,,companilactobacillus crustorum mn047 (lactobacillus crustorum mn047)
4253,lalw,1847728,,companilactobacillus allii wikim39 (lactobacillus allii wikim39)
4254,lali,1423720,,lactobacillus alimentarius dsm 20249
4255,lfm,936140,,lactobacillus farciminis kctc 3681 = dsm 20184
4256,lzh,2304606,,companilactobacillus zhachilii hbuas52074 (lactobacillus zhachilii hbuas52074)
4257,lft,938155,,companilactobacillus futsaii y97 (lactobacillus futsaii y97)
4258,lsa,314315,lacss,lactobacillus sakei subsp. sakei 23k (lactobacillus sakei 23k)
4259,lcv,28038,,latilactobacillus curvatus fba2 (lactobacillus curvatus fba2)
4260,lgm,60519,,latilactobacillus graminis lg542
4261,lah,1423721,,amylolactobacillus amylophilus dsm 20533 = jcm 1125
4262,lbm,1303590,,bombilactobacillus bombi bi-2.5 (lactobacillus bombi bi-2.5)
4263,lhb,304207,,lactobacillus harbinensis m1
4264,ldx,51664,,lapidilactobacillus dextrinicus lh506
4265,efa,226185,entfa,enterococcus faecalis v583
4266,efl,936153,,enterococcus faecalis 62
4267,efi,474186,,enterococcus faecalis og1rf
4268,efd,1206105,,enterococcus faecalis d32
4269,efs,1261557,,enterococcus faecalis symbioflor 1
4270,efn,1287066,,enterococcus faecalis deng1
4271,efq,1201292,,enterococcus faecalis atcc 29212
4272,ene,1351,,enterococcus faecalis 7l76
4273,efc,1155766,,enterococcus faecium aus0004
4274,efau,1305849,,enterococcus faecium aus0085
4275,efu,333849,,enterococcus faecium do
4276,efm,1158600,,enterococcus faecium atcc 8459 = nrrl b-2354
4277,eft,1344042,,enterococcus faecium t110
4278,ehr,768486,,enterococcus hirae atcc 9790
4279,ecas,565655,,enterococcus casseliflavus ec20
4280,emu,1300150,,enterococcus mundtii qu 25
4281,edu,53345,,enterococcus durans klds 6.0930
4282,ega,1353,,enterococcus gallinarum fdaargos_163
4283,ess,332949,,enterococcus silesiacus lmg 23085
4284,eth,417368,,enterococcus thailandicus a523
4285,egv,160453,,enterococcus gilvus cr1
4286,eav,33945,,enterococcus avium 352
4287,esg,1805431,,enterococcus saigonensis ve80
4288,mps,940190,,melissococcus plutonius atcc 35311
4289,mpx,1090974,,melissococcus plutonius dat561
4290,thl,945021,,tetragenococcus halophilus nbrc 12172
4291,tey,51669,,tetragenococcus halophilus yj1
4292,too,526944,,tetragenococcus osmophilus jcm 31126
4293,tkr,290335,,tetragenococcus koreensis kctc 3924
4294,vte,519472,,vagococcus teuberi dsm 21459
4295,vpi,633807,,vagococcus penaei cd276
4296,vac,2562451,,vagococcus sp. cf-49
4297,vao,2571750,,vagococcus zengguangii mn-17
4298,vah,2714946,,vagococcus coleopterorum hdw17a
4299,vcp,218144,,vagococcus carniphilus atcc baa-640
4300,ooe,203123,oenob,oenococcus oeni psu-1
4301,oen,2259623,,oenococcus sp. ucma 16435
4302,osi,2203724,,oenococcus sicerae ucma 15228
4303,lme,203120,leumm,leuconostoc mesenteroides subsp. mesenteroides atcc 8293
4304,lmm,1107880,,leuconostoc mesenteroides subsp. mesenteroides j18
4305,lmk,427140,,leuconostoc mesenteroides kfri-mg
4306,lci,349519,leuck,leuconostoc citreum km20
4307,lki,762051,,leuconostoc kimchii imsnu 11154
4308,lec,979982,,leuconostoc sp. c2
4309,lcn,1229758,,leuconostoc carnosum jb16
4310,lgs,762550,,leuconostoc gelidum subsp. gasicomitatum lmg 18811
4311,lge,1229756,,leuconostoc gelidum jb7
4312,llf,1246,,leuconostoc lactis wikim40
4313,lgc,255248,,leuconostoc garlicum kfri01
4314,lsu,1511761,,leuconostoc mesenteroides subsp. suionicum dsm 20241
4315,lpse,33968,,leuconostoc pseudomesenteroides cba3630
4316,wko,1045854,,weissella koreensis kacc 15510
4317,wce,759620,,weissella ceti ws08
4318,wct,759620,,weissella ceti ws74
4319,wci,759620,,weissella ceti ws105
4320,wcb,137591,,weissella cibaria ch2
4321,wjo,1631871,,weissella jogaejeotgali fol01
4322,wpa,1249,,weissella paramesenteroides fdaargos_414
4323,wcf,1583,,weissella confusa vtt e-133279
4324,wso,155866,,weissella soli kacc 11848
4325,whe,46256,,weissella hellenica 0916-4-2
4326,wei,2506420,,weissella cryptocerci 26kh-42
4327,wdi,1162633,,weissella diestrammenae kacc 16890
4328,wvr,1629,,weissella viridescens nj100
4329,aur,866775,,aerococcus urinae acs-120-v-col10a
4330,aun,1376,,aerococcus urinae ccug36881
4331,aui,51665,,aerococcus urinaeequi usda-ars-usmarc-56713
4332,asan,119206,,aerococcus sanguinicola ccug43001
4333,acg,87541,,aerococcus christensenii ccug28831
4334,avs,1377,,aerococcus viridans ccug4311
4335,auh,128944,,aerococcus urinaehominis ccug42038b
4336,adc,46125,,abiotrophia defectiva fdaargos_785
4337,abae,2036206,,suicoccus acidiformans zy16052
4338,crn,208596,,carnobacterium sp. 17-4
4339,cml,1234679,,carnobacterium maltaromaticum lma28
4340,caw,1266845,,carnobacterium inhibens subsp. gilichinskyi wn1359 (carnobacterium sp. wn1359)
4341,carc,1564681,,carnobacterium sp. cp1
4342,cdj,2748,,carnobacterium divergens tmw 2.1579
4343,carn,2592355,,carnobacterium sp. pl17gre32
4344,marr,1911586,,marinilactibacillus sp. 15r
4345,jep,1903686,,jeotgalibaca sp. pts2502
4346,jda,708126,,jeotgalibaca dankookensis ex-07
4347,jeh,2496265,,jeotgalibaca ciconiae h21t32
4348,jar,1868794,,jeotgalibaca arthritidis cect 9157
4349,jpo,1868793,,jeotgalibaca porci ccug 69148
4350,dpm,29394,,dolosigranulum pigrum 83vps-kb5
4351,cac,272562,cloab,clostridium acetobutylicum atcc 824
4352,cae,991791,,clostridium acetobutylicum dsm 1731
4353,cay,863638,,clostridium acetobutylicum ea 2018
4354,cpe,195102,clope,clostridium perfringens 13
4355,cpf,195103,clop1,clostridium perfringens atcc 13124
4356,cpr,289380,clops,clostridium perfringens sm101
4357,ctc,212717,clote,clostridium tetani e88
4358,ctet,1231072,,clostridium tetani 12124569
4359,cno,386415,clonn,clostridium novyi nt
4360,cbo,413999,clobo,clostridium botulinum a atcc 3502
4361,cba,441770,clob1,clostridium botulinum a atcc 19397
4362,cbh,441771,clobh,clostridium botulinum a hall
4363,cby,536232,clobj,clostridium botulinum a2 kyoto
4364,cbl,498214,clobm,clostridium botulinum a3 loch maree
4365,cbk,935198,clobb,clostridium botulinum b eklund 17b (nrp)
4366,cbb,498213,clobk,clostridium botulinum b1 okra
4367,cbi,515621,clob6,clostridium botulinum ba4 657
4368,cbn,929506,,clostridium botulinum bkt015925
4369,cbt,508767,cloba,clostridium botulinum e3 alaska e43
4370,cbf,441772,clobl,clostridium botulinum f langeland
4371,cbm,758678,,clostridium botulinum f 230613
4372,cbj,941968,,clostridium botulinum h04402 065
4373,cbe,290402,clob8,clostridium beijerinckii ncimb 8052
4374,cbz,864803,,clostridium beijerinckii atcc 35702
4375,cbei,1520,,clostridium beijerinckii ncimb 14988
4376,ckl,431943,clok5,clostridium kluyveri dsm 555
4377,ckr,583346,clokl,clostridium kluyveri nbrc 12016
4378,clj,748727,,clostridium ljungdahlii dsm 13528
4379,ccb,573061,,clostridium cellulovorans 743b
4380,cls,1042156,,clostridium sp. sy8519
4381,clb,755731,,clostridium sp. bnl1100
4382,csr,931276,,clostridium saccharoperbutylacetonicum n1-4(hmt)
4383,cpas,86416,,clostridium pasteurianum bc1
4384,cpat,1262449,,clostridium pasteurianum dsm 525 = atcc 6013
4385,cpae,1262449,,clostridium pasteurianum dsm 525 = atcc 6013
4386,csb,1345695,,clostridium saccharobutylicum dsm 13864
4387,cah,1341692,,clostridium autoethanogenum dsm 10061
4388,clt,1216932,,clostridium bornimense m2/40 (clostridium sp. m2/40)
4389,cbv,1415775,,clostridium baratii sullivan (serotype f7)
4390,csq,1548,,clostridium scatologenes atcc 25775
4391,cld,1509,,clostridium sporogenes ncimb 10696
4392,cace,84022,,clostridium aceticum dsm 1496
4393,cck,536227,,clostridium carboxidivorans p7
4394,cbut,1492,,clostridium butyricum knu-l09
4395,ctyk,1519,,clostridium tyrobutyricum kctc 5387
4396,ceu,1552,,clostridium estertheticum subsp. estertheticum dsm 8809
4397,ctae,394958,,clostridium taeniosporum 1/k
4398,cfm,1497,,clostridium formicaceticum atcc 27076
4399,cchv,46867,,clostridium chauvoei 12s0467
4400,carg,29341,,clostridium argentinense 89g
4401,cdrk,332101,,clostridium drakei sl1
4402,cia,182773,,clostridium isatidis dsm 15098
4403,csep,1504,,clostridium septicum dsm 7534
4404,cdy,223919,,clostridium diolis dsm 15410
4405,ccoh,1494,,clostridium cochlearium nctc13027
4406,cfer,2068654,,clostridium fermenticellae jn500901
4407,amt,293826,alkmq,alkaliphilus metalliredigens qymf
4408,aoe,350688,alkoo,alkaliphilus oremlandii ohilas
4409,asf,1029718,,candidatus arthromitus sp. sfb-mouse-japan
4410,asm,1041809,,candidatus arthromitus sp. sfb-mouse-yit
4411,aso,1508644,,candidatus arthromitus sp. sfb-mouse-nl
4412,asb,1041504,,candidatus arthromitus sp. sfb-rat-yit
4413,gfe,1424294,,geosporobacter ferrireducens irf9
4414,hhw,1498,,hathewaya histolytica nctc503
4415,cale,2576307,,caloramator sp. e03
4416,crs,2599308,,crassaminicella sp. sy095
4417,cazo,116090,,caloranaerobacter azorensis t3-1
4418,sarj,2726954,,sarcina sp. jb2
4419,clo,699246,,mageeibacillus indolicus upii9-5
4420,fsa,236753,,fastidiosipila sanguinis ccug 47711
4421,cth,203119,cloth,hungateiclostridium thermocellum atcc 27405 (clostridium thermocellum atcc 27405)
4422,ctx,637887,clotl,hungateiclostridium thermocellum dsm 1313 (clostridium thermocellum dsm 1313)
4423,ccl,720554,,hungateiclostridium clariflavum dsm 19732
4424,hsc,1677857,,hungateiclostridium saccincola ggr1
4425,ruk,1834198,,hungateiclostridiaceae bacterium kb18
4426,cce,394503,cloce,ruminiclostridium cellulolyticum h10
4427,css,1121335,,thermoclostridium stercorarium subsp. stercorarium dsm 8532 (clostridium stercorarium subsp. stercorarium dsm 8532)
4428,csd,1121335,,thermoclostridium stercorarium subsp. stercorarium dsm 8532 (clostridium stercorarium subsp. stercorarium dsm 8532)
4429,cthd,84032,,pseudoclostridium thermosuccinogenes dsm 5807 (clostridium thermosuccinogenes dsm 5807)
4430,esr,717961,,eubacterium siraeum v10sc8a
4431,esu,657319,,eubacterium siraeum 70/3
4432,ccel,29343,,clostridium cellulosi
4433,rbp,1572656,,ruminococcaceae bacterium cpb6
4434,fpla,292800,,flavonifractor plautii yl31
4435,eha,663278,,ethanoligenens harbinense yuan-3
4436,ral,697329,,ruminococcus albus 7
4437,rch,213810,,ruminococcus champanellensis 18p13
4438,rum,657323,,ruminococcus sp. sr1/5
4439,rus,1160721,,ruminococcus bicirculans
4440,ruj,2564099,,ruminococcus sp. je7a12
4441,fpr,718252,,faecalibacterium prausnitzii l2-6
4442,fpa,657322,,faecalibacterium prausnitzii sl3/3
4443,fpra,853,,faecalibacterium prausnitzii a2-165
4444,capr,2507162,,caproiciproducens sp. njn-50
4445,bpb,515622,,butyrivibrio proteoclasticus b316
4446,bfi,657324,,butyrivibrio fibrisolvens 16/4
4447,bhu,185008,,butyrivibrio hungatei mb2003
4448,cle,642492,,cellulosilyticum lentocellum dsm 5427
4449,cew,2497860,,cellulosilyticum sp. wcf-2
4450,rho,585394,,roseburia hominis a2-183
4451,rix,718255,,roseburia intestinalis xb6b4
4452,rim,657315,,roseburia intestinalis m50/1
4453,coo,751585,,coprococcus sp. art55/1
4454,cct,717962,,coprococcus catus gd/7
4455,rob,657314,,blautia obeum a2-162
4456,byl,1796616,,blautia sp. yl58
4457,bhan,537007,,blautia hansenii dsm 20583
4458,blau,1912897,,blautia argi kctc 15426
4459,bpro,33035,,blautia producta pmf1
4460,blab,2479767,,blautia sp. sc05b48
4461,cpy,357809,cloph,lachnoclostridium phytofermentans isdg (clostridium phytofermentans isdg)
4462,lacy,1834196,,lachnoclostridium sp. yl32
4463,csci,411468,,clostridium scindens atcc 35704
4464,csh,610130,,clostridium saccharolyticum wm1
4465,cso,717608,,clostridium cf. saccharolyticum k10
4466,bprl,649756,,anaerostipes hadrus ssc/2 (butyrate-producing bacterium ssc/2)
4467,arf,1229621,,anaerostipes rhamnosivorans 1y2
4468,acac,105841,,anaerostipes caccae dsm 14662
4469,hsd,1679721,,herbinix luporum (herbinix sp. sd1d)
4470,cpro,991789,,anaerotignum propionicum dsm 1682 (clostridium propionicum dsm 1682)
4471,lua,617123,,lachnoanaerobaculum umeaense dsm 23576 = ccug 58757
4472,ehl,39488,,anaerobutyricum hallii eh1
4473,pxv,185007,,pseudobutyrivibrio xylanivorans ma3014
4474,anr,2696063,,anaerocolumna sp. cba3638
4475,acel,433286,,anaerocolumna cellulosilytica sn021
4476,eel,515620,eube2,eubacterium eligens atcc 27750
4477,rto,657313,,ruminococcus torques l2-14
4478,rgn,411470,,ruminococcus gnavus atcc 29149
4479,cbol,208479,,enterocloster bolteae atcc baa-613
4480,ere,515619,eubr3,eubacterium rectale atcc 33656 (agathobacter rectalis atcc 33656)
4481,ert,657318,,eubacterium rectale dsm 17629 (agathobacter rectalis dsm 17629)
4482,era,657317,,eubacterium rectale m104/1 (agathobacter rectalis m104/1)
4483,lbw,712991,,lachnospiraceae bacterium oral taxon 500 w11650
4484,cdf,272563,clod6,clostridioides difficile 630 (clostridium difficile 630) (pcr-ribotype 012)
4485,pdc,272563,,clostridioides difficile 630 (clostridium difficile 630)
4486,cdc,645462,,clostridioides difficile cd196 (clostridium difficile cd196) (pcr-ribotype 027)
4487,cdl,645463,,clostridioides difficile r20291 (clostridium difficile r20291) (pcr-ribotype 027)
4488,pdf,1496,,clostridioides difficile 630derm
4489,eac,1286171,,peptoclostridium acidaminophilum dsm 3953 (eubacterium acidaminophilum dsm 3953)
4490,cst,1511,,acetoanaerobium sticklandii dsm 519
4491,faa,546269,,filifactor alocis atcc 35896
4492,psor,1505,,paeniclostridium sordellii am370
4493,roc,2724150,,romboutsia sp. ce17
4494,phx,89152,,peptacetobacter hiranonis dsm 13275
4495,pbq,2081703,,peptostreptococcaceae bacterium oral taxon 929 w2294
4496,sth,292459,symth,symbiobacterium thermophilum iam 14863
4497,swo,335541,synww,syntrophomonas wolfei subsp. wolfei str. goettingen g311
4498,slp,643648,,syntrophothermus lipocalidus dsm 12680
4499,salq,2293317,,candidatus syntrophocurvum alkaliphilum b(2m)
4500,dsy,138119,deshy,desulfitobacterium hafniense y51
4501,dhd,272564,deshd,desulfitobacterium hafniense dcb-2
4502,ddh,756499,,desulfitobacterium dehalogenans atcc 51507
4503,ddl,871963,,desulfitobacterium dichloroeliminans lmg p-21439
4504,dmt,871968,,desulfitobacterium metallireducens dsm 15288
4505,drm,349161,desrm,desulfotomaculum reducens mi-1
4506,dca,868595,,desulfotomaculum nigrificans co-1-srb (desulfotomaculum carboxydivorans co-1-srb)
4507,dru,696281,,desulfotomaculum ruminis dsm 2154
4508,dfg,1833852,,desulfotomaculum ferrireducens gss09
4509,dae,485916,,desulfofarcimen acetoxidans dsm 771
4510,dku,760568,,desulfofundulus kuznetsovii dsm 6115
4511,dgi,767817,,desulfallas gibsoniae dsm 7213
4512,pth,370438,pelts,pelotomaculum thermopropionicum si
4513,dau,477974,desap,candidatus desulforudis audaxviator mp104c
4514,tjr,635013,,thermincola potens jr
4515,sgy,645991,,syntrophobotulus glycolicus dsm 8271
4516,dor,768706,,desulfosporosinus orientis dsm 765
4517,dai,646529,,desulfosporosinus acidiphilus sj4
